seed,x,y
2,-70212.27580537577,-363069.7442926448
2,-239970.15619857656,783578.9156565742
2,51505.53829205653,121020.72205299756
2,-527753.1857698753,-952283.8417184346
2,-349714.14247767965,-726605.2140270659
2,20447.691674402333,997367.1363851029
2,348959.3946917398,-636313.0063537105
2,787143.0731659761,593519.8428432784
2,468803.38378795504,813187.2997951211
2,525770.9676661413,579495.2749235259
2,-292426.0443167926,961953.1461442522
2,923801.8757964504,-677630.6933919615
2,508008.1433037437,430301.7964749065
2,-77186.60451604472,60711.432246890035
2,-19972.156299617374,849664.1441891397
2,1682.125261309673,663048.9795836239
2,-292151.59026256786,765701.8371625053
2,799401.1775132507,-77975.67023672466
2,135410.1408404886,840660.8783838566
2,447545.9077440362,-26782.89027682983
2,-556377.9780179777,-350665.5124622036
2,399143.2761404867,-667860.629011747
2,815880.9932521883,-463724.97420036676
2,822755.6717360927,-380873.7501010782
2,914723.423112315,412411.61273520894
2,8497.633966635214,35495.51229710411
2,302828.79793358117,175889.42358896893
2,-376311.35089799925,-584363.0509241449
2,23783.316710565006,868308.7182675564
2,246530.17345174437,-849249.2618519083
2,640799.989424033,451898.57495459577
2,815307.2419026409,-617194.5333917644
2,489565.4485547078,-882482.2072026876
2,305819.854869099,-453800.5353257009
2,-546766.9415104734,750982.3428964749
2,-787468.0347089494,44725.33071785979
2,707886.0143697433,-510336.04406196566
2,-579042.1226087064,761163.518732559
2,-154164.70322060783,433922.1978099501
2,-936253.8597465088,-275286.1773935184
2,-656238.0157485346,345530.88282708323
2,-834193.645190848,909124.3306914944
2,-949310.5703461969,458847.01488360774
2,-957710.2605536977,-488619.89188511425
2,626708.774804551,-685763.4226264495
2,-632522.3814980469,382990.85202718095
2,-228868.2372948787,-913678.0084050004
2,980003.0924056013,-697159.7824868963
2,-927462.011513171,-311597.9889264103
2,230478.96664971497,484919.24625155877
2,-773770.1939638454,-325572.45360670914
2,-938378.2847466219,-102693.47501541197
2,531939.8731761557,479893.3274414005
2,804040.3167000728,511324.3073501281
2,724891.552650855,410690.2801015306
2,-54440.975803374546,-548944.8593042241
2,321656.9973140274,-367388.14654348127
2,-795901.7899006028,-104356.27716169762
2,749526.0826959339,-744927.0707624234
2,169911.3962212148,-214094.899789665
2,29605.393528354238,-712341.0720461113
2,919462.3729743207,-481807.1534955885
2,212155.87810700515,-160488.908688506
2,-963933.5617501457,115900.24767815985
2,-718861.2420773307,-886438.0083536063
2,-932887.5075027051,-677669.969637531
2,-808256.1127336328,270151.39507733344
2,16518.36807128729,966932.1880950545
2,868260.6373936125,989050.4665190052
2,-535052.3186643793,-110605.08976060641
2,-498438.47631768516,182474.69109599583
2,248328.10150956444,600414.911268792
2,418996.6076586988,-486781.4230239295
2,-153966.15447495668,52379.887561169104
2,-990350.4378927422,-929001.1765844699
2,-182547.16455585125,-777650.0655400471
2,447539.34573860944,-518268.9711166729
2,-800453.8264900172,-636479.8433991488
2,-536949.1412457178,-565292.730563281
2,41472.72809579491,-71193.7777123194
2,-380547.8582451736,283517.515361349
2,-575100.5160110199,813125.353463364
2,926233.3096584744,457862.0911550481
2,-132532.26242066978,23002.684434095398
2,162152.61208031874,-897530.512788339
2,-163967.2230350871,50129.06463952351
2,-637549.8783496562,-812426.4230833624
2,605310.4174107715,-267632.0669132039
2,38419.38019797101,842900.6951837378
2,221020.67420606024,-420838.4649396731
2,967042.1471066364,-255546.58013173158
2,-961889.7903807898,370621.3446297386
2,-797676.2487736855,-388155.27858746983
2,681223.3742376809,345143.5092895316
2,-968555.8555713226,-97153.08159603516
2,-178651.2488529859,-28274.111995997722
2,-583506.213284404,177490.1243084165
2,-852421.3730494932,-431281.2980392277
2,-254195.78990606382,870540.8680970211
2,-846903.5592799585,509968.2284957968
2,-615281.7440663516,143105.48265866155
2,-216438.0592715043,-73551.23550198507
2,507161.01147143624,-209914.87968427408
2,-756541.03973266,-756459.8005569193
2,-838978.5644927395,700141.7478096952
2,281983.1876621299,919337.1267916233
2,385305.09330929874,-950662.4546917969
2,318319.3276878366,554423.8692995968
2,447036.5599662588,-4100.959140765015
2,-284830.764538056,-85928.57209642988
2,597444.167359359,-462115.01234469435
2,52607.489612600184,-44880.91588695627
2,909393.6939226607,608699.9538386749
2,864107.720436476,672011.1471447874
2,-406472.6621706509,-536745.2776968546
2,-22421.053103273152,-481189.3172776531
2,-144692.3360881427,358280.4307222973
2,837160.4544566696,171801.16069020133
2,635706.5077982993,-808105.3782826675
2,-287885.5440596581,995496.0427472604
2,-706997.9040875364,-166463.91305022244
2,-866321.2090943668,-827701.2868022005
2,791000.7041894599,977274.0574152839
2,296164.155566272,-742969.9901653125
2,-407234.960934608,-536600.7133066179
2,341464.65189988294,362198.0149956738
2,-122308.32617684396,47989.53662795294
2,-775859.472810951,81786.4982290013
2,899877.443445604,511554.6051220574
2,-807691.0774582076,33002.722987546935
2,430729.6352709223,-485478.9649014781
2,789793.2999955282,-78118.07174405607
2,406462.4195463512,-191673.22107451851
2,990266.0751127173,565631.4755132446
2,146880.80145306082,-710469.9542126171
2,-117633.4810425567,-941230.1807145495
2,190328.35041361034,763635.0354068455
2,-639151.0159841696,20343.006455485942
2,-35083.34943726461,-190170.64193306095
3,-524070.7458162167,88458.45059190353
3,-260089.6669038412,207840.07719238882
3,251440.6082161077,-868942.2815203728
3,-973664.0168902507,674938.1641929193
3,-481291.9713439842,-531338.0779066067
3,991289.6710209245,-59472.98495510407
3,672922.9025487768,-47293.58260133001
3,278136.2810883237,-698767.1519529514
3,269721.3165703766,736090.6142865928
3,46362.42076660262,482503.71240297996
3,342822.95073918474,-871937.1235460045
3,516460.49257363414,182199.1658626349
3,-397464.68096857495,-937976.497060499
3,731054.4739578905,-54501.822669066256
3,437647.8481316058,757625.6005109627
3,428258.96722240455,842197.335167748
3,-210073.1919985119,601817.5419704559
3,-110757.88789847866,871173.4434090412
3,757733.3206760824,-805091.3805382447
3,-728062.2795986615,-566026.1175337248
3,930960.277796405,-127676.26674514124
3,253296.58173360757,-397947.6031489888
3,14485.967658119043,-228267.48231019464
3,-298179.0224596396,170148.21481072681
3,168503.5859403977,808403.5416955493
3,363964.27326993283,857891.202400033
3,712801.1327935107,981979.2897376294
3,342547.08432503615,-673800.7560578599
3,721275.0662325356,929265.8946181218
3,809391.9690244725,138215.00694864674
3,427634.0403483979,-577750.0326488027
3,663215.8605467078,147064.7047025693
3,-430085.07602758915,-873078.8457095404
3,707884.9768453595,979612.0298431615
3,-822963.8137805425,601190.6425150031
3,-179076.34530818206,-698469.2510943802
3,-412217.5063618752,537583.7745546886
3,745534.049256402,-911619.8777409123
3,229065.05706361693,-910119.5130079266
3,436880.954897032,-338091.70796198456
3,761810.6144947152,961271.5136866783
3,10840.747296088026,997017.890751552
3,-380659.8930473216,-846058.5905891754
3,199525.61759320123,-937244.4756493636
3,-605230.2871431606,-184127.72876601818
3,220934.24593468278,-687602.0179728698
3,-915128.3505575906,735558.0678554439
3,-372338.96016781626,917318.8528169092
3,793319.2828552023,-244421.52117563435
3,-79180.73430819041,40145.96918512776
3,287777.4367754535,191300.47680394084
3,118522.12403078086,240252.27089052356
3,881242.5108479256,14053.631891319528
3,-137616.8931381344,440622.5042882763
3,-524728.7610704313,-397826.2776517008
3,955594.6328972696,42254.586562411976
3,96860.93537372432,-977085.0272715609
3,-169579.31239223585,159930.42759413098
3,-959894.2193908003,231595.88261251326
3,264361.07059223054,-879838.978744553
3,254682.21802191169,-67499.14060658426
3,358562.79607621685,-294846.03391790495
3,413900.4987317977,476068.5785040682
3,-955635.0620183792,-878846.3927084045
3,352040.6189747533,926611.1607725137
3,-497755.44363305904,-87375.74072724138
3,185343.75133297814,-359949.2285039865
3,-272089.8213200859,-374658.6776061781
3,-261692.04944609164,191243.0117150728
3,-399192.053268821,-245679.3173421661
3,544546.8248882414,-946157.5899813389
3,138516.00414116413,470346.36335701856
3,-379966.60917981353,-554924.3144136174
3,607615.340789826,-522609.6462043156
3,-625211.3181641155,-129531.358934358
3,396132.81334969925,-796316.6147362562
3,-356068.03075747064,-332492.699102649
3,667077.7831146169,-123138.53487722587
3,711070.3879697722,-661431.5348871293
3,-326579.5299102382,300464.7525849893
3,769796.5438425766,-97795.6314295549
3,-549944.3145542298,-758161.3505794264
3,59255.25661678647,-618392.3882970075
3,613554.4752509141,676952.7580564505
3,-632827.3733894879,-442815.71596697427
3,614452.8363339066,283874.51299330604
3,612515.6822701095,-309434.390224803
3,-740621.7244077856,-416114.2182588929
3,587723.848968329,-457651.01217149466
3,-307291.4386662927,-166188.60825302068
3,-160457.63241749606,-180955.76710188005
3,841224.7659752603,-688004.2821232809
3,-990676.4108337077,886535.6718382166
3,759956.5032520952,973827.3100575904
3,-131295.37464869767,900322.3327660448
3,854754.4288226761,-555818.5274553569
3,491046.0182528378,673397.3585572898
3,325974.40105698106,38029.95329150662
3,-421916.32771699014,-317862.5719293336
3,-545067.3272977597,-863864.7517862745
3,177355.43803817208,-425977.64551645017
3,620383.7580164358,-909846.3798292795
3,807218.5636006832,387411.21459450934
3,847709.5991144831,793134.3299680963
3,799349.6720475954,153906.80803890282
3,-973711.0066257732,490596.53462192265
3,-656356.8189265252,-400223.8625430133
3,325792.20860965585,49928.270831649774
3,-172499.10454084526,878084.9265021785
3,224327.81925182475,-317294.68516400934
3,-495050.3115059374,723329.4329193333
3,-45605.00664187351,564650.2235735668
3,-296316.7396068097,-605332.6558735808
3,69274.08110555413,633621.694433845
3,-657395.4784951115,583343.8377642451
3,843533.0225472631,612102.0783258266
3,646997.5251071608,-984990.5597045808
3,257214.42060016503,725109.1361087189
3,-900136.2956093401,-457205.9326133331
3,-462827.77759299986,54532.35685336625
3,-154031.99119906337,-54199.97389441496
3,552995.3214455544,-996382.7005472406
3,-890332.8213804129,-746273.4275134667
3,-750747.5309098758,-863166.6230736226
3,949385.0623519869,708897.8694784521
3,-827743.9845293076,4240.013509862591
3,-368207.5119459379,-370840.3993878489
3,-297420.8833903504,293827.2266035677
3,173226.2418287726,-278330.8287720311
3,-617835.9987136306,-342447.3937049556
3,-752489.9523316303,111051.88732577709
3,432085.64405202016,-239523.87578349235
3,-840197.5398252277,-642887.7108847857
3,-253450.84874603362,208869.73515556997
3,565243.6694700065,-239470.63629811362
3,602321.8191182507,245853.02005018236
3,-136812.80533872882,-255159.71142881666
3,-7696.796058958629,405761.3211117472
3,-158972.2044722879,388246.4232786427
3,-78320.17514221149,-509833.40712414606
3,71674.76818100747,390338.2955476943
3,-856838.005734423,-150222.9090863323
3,-148289.8871546106,759338.573039984
3,872968.142115546,-251528.60628349427
3,795708.3964210023,581833.7927811012
3,-475640.54844601464,-71713.57139117445
3,-753707.9015513955,626443.4118796502
3,324579.2068510017,774687.0000687168
3,584938.7701813803,335123.15315946063
3,467470.35262569727,127687.90918545879
4,-527903.8205251305,-793667.9315385676
4,-207883.5147786378,-690055.4583951787
4,-866969.8086408193,-196817.97102985007
4,835910.086175437,600904.7029916163
4,530325.2050108764,-556143.6486193641
4,73360.01634962705,-446634.71311709913
4,-654670.9414292616,-787633.4151369389
4,-571199.1348421664,854951.2628561199
4,657840.0975568382,613304.6934046462
4,600895.6770859318,-613128.7639615193
4,-380300.0854009285,253951.20482625987
4,463789.4177574356,709296.7159826936
4,760101.502722398,-826563.4947301554
4,211703.76743975945,343402.9130329463
4,11907.551420830656,-644419.6515184303
4,-52824.22482970962,-821307.5854692184
4,869176.7277998152,730968.3403701658
4,95277.73917410767,-399508.5208533502
4,817740.578829372,144733.6033717828
4,764634.4797575792,696088.1764472685
4,16744.750665503205,-172107.91373653582
4,197824.9443799787,-137913.96541338565
4,-677358.7877567823,-389776.80713452154
4,625184.6372692407,-913523.0618555021
4,-907356.0019929737,252701.4910798067
4,-439133.5767675622,69243.58975884423
4,-57519.827770013944,-314313.4691556876
4,994557.7483442236,-608853.0113333686
4,-174410.68718534976,-594658.7676552066
4,265329.96358203783,-447390.33008063317
4,-288338.4907852956,493885.36198092473
4,-358662.1935005158,117057.9671667841
4,808630.2030613146,-798041.1225642802
4,-876779.5159196474,-542261.1195224698
4,530324.4826525511,230864.15025739407
4,-525165.6603493476,-337866.0092565303
4,-644920.6130068854,-81962.49565964821
4,-914377.6244359597,394583.76292303635
4,791855.5582236444,909475.1966846891
4,469755.9129478511,919735.1832259012
4,-963624.9494133841,-422007.06419831316
4,932013.5139362448,550478.8704502963
4,-179144.6378622488,886616.7347059617
4,241020.94292705797,635855.6013965047
4,-413179.4926862469,-617169.5903825208
4,-111715.52103764808,-727124.7468881693
4,-236730.730551337,923627.2448138086
4,-337385.5416016268,-981207.0673208698
4,-910405.6141557485,-660865.912360089
4,567491.3496427092,-274551.46614931105
4,-419331.52718162874,-805795.5736022171
4,963497.2990637518,-152094.96145651024
4,-584166.3164851328,-881320.9524421506
4,-889458.7496351975,-662659.4573924709
4,353654.2351636108,-700718.9302665363
4,-918215.2666713283,-18664.76859651401
4,-501882.69732247316,995273.0541761796
4,-755453.4847311601,58483.172847440816
4,547584.2505232351,-181357.53793102247
4,975314.769152721,-44476.07395391562
4,-516275.6675658492,-178755.02270551526
4,-926261.6303702956,-157558.0769255443
4,-502828.0519331144,778600.8332347403
4,662094.2386347015,-2840.5608578012325
4,-936699.2855547961,-491212.67716009304
4,-515221.75184373313,-583869.0136027987
4,-537066.6918585489,739419.0320623991
4,-716596.4644400161,-897452.5497700938
4,856066.3508551811,130688.40081775177
4,981141.4267079373,-194075.86808867427
4,801904.3155456692,307946.93337229
4,581715.4454790418,489452.57128034846
4,-11423.954554309137,-814182.766823357
4,-578157.4110697547,747612.4550745602
4,799523.7103721333,849154.7430374549
4,-326820.83105735935,313817.99982829427
4,599009.318660162,284987.84177060623
4,629652.3424981403,56047.78550919879
4,309464.37718566123,371919.70350003743
4,-463401.9085983838,845599.9254015355
4,912558.1159649844,-851238.8637869124
4,942176.5548002849,923547.6348975439
4,336703.76526203065,-910912.0608150983
4,797939.4438795109,-744734.4248470616
4,937069.926700614,334379.8347758193
4,-879033.7760734563,-665468.7719367031
4,270379.5800294912,138411.87167440716
4,492989.1139824105,854961.8928200336
4,-562917.0716104913,-993453.9465428097
4,844723.9869347577,-973779.4457374652
4,752847.1687039583,-768220.0611266015
4,619744.6848417717,565939.4619030441
4,755755.7407369515,101216.7938560365
4,757414.9362885753,-596661.1033394707
4,342963.58538088074,-338713.767849964
4,783500.0539179436,547147.7178385461
4,-56979.76179071015,52817.29161206365
4,-947213.0823285994,-931633.7004985356
4,188973.68182117434,-22337.547528650495
4,729439.6498345049,216250.29704142816
4,-722476.5711817697,-274860.63421234605
4,535158.9751105256,45972.58426302206
4,-978897.4628308639,675377.925439366
4,655122.9517867361,-829717.9794331185
4,86757.35374942084,-237683.94879471196
4,574774.9652947098,-377661.2521912062
4,-532598.8120032593,-26695.998676498886
4,932557.216287522,-809760.6587828055
4,-771097.7507270061,241923.46332004003
4,770685.7825202103,24949.29730274668
4,-132093.49787394993,715687.9113798506
4,553172.4757587808,-866164.2576963821
4,762649.8779761161,-608294.6563223455
4,-395389.06619325664,672883.9498561268
4,-155071.10777240258,596697.7411253917
4,-665246.063893989,748574.3040266718
4,-647298.1168817685,-701386.0743261152
4,-11489.542427340173,-322830.1814405457
4,83726.06297970552,808144.6737778039
4,421023.416052875,-988875.7519706431
4,-376365.71942340035,89896.94879708684
4,-26986.617055233917,431173.3186393435
4,-31501.091624654946,-848631.3444269502
4,-509117.64187847235,695140.2022458754
4,-286418.86667595804,533339.8607434827
4,971609.5159046218,253401.11556190962
4,353466.7052763606,219069.76264174387
4,-373454.8606859925,825581.057506078
4,-65941.50092522614,822816.2611773467
4,-388699.1897711627,735052.1759191306
4,573698.7656466892,225999.02179031598
4,-115869.0096168794,-718664.8659155329
4,542084.2855734833,-275640.8902124169
4,324173.3512288922,-733490.5053168533
4,-834879.7767516845,-712123.4584541987
4,618044.5197540129,-644662.5845824729
4,803826.5994120223,-256023.68716169696
4,151964.95941124728,-299118.28525414027
4,241660.0567584933,-813065.5724248091
4,-194905.10753270576,872376.1574072441
4,-640648.7475388092,308505.1830395098
4,-346654.96387149673,-398839.71388214384
4,-953657.2604809791,-959800.0120530296
4,898784.3357703012,659547.8965149542
4,602208.9326235553,614500.2665057132
4,906664.864695039,-683068.5111522446
4,168337.61315103446,-9517.823740726686
4,147728.9645748901,875823.1859937023
4,520503.80298058235,936946.7941876923
4,-766351.2949344352,303112.14147702826
5,245803.3897794037,483573.9785214582
5,590387.1311313928,884900.5675540996
5,479797.1494798608,844649.9933308332
5,-941989.5434327696,-68754.69124378928
5,886713.4339966265,297949.106273848
5,801800.9835012445,-773588.0706937105
5,-61861.90443567245,-506854.3347603388
5,87521.71847186086,147882.3758562015
5,-973771.6208221946,-566540.3990723031
5,-441035.2679777789,832690.7436171029
5,531450.9032582828,-680791.5752839228
5,594293.9828624084,-722465.1632021929
5,234905.0409322331,-746601.5348994598
5,-996450.2755949297,742809.4894485633
5,-581087.2350097636,-569037.6615505349
5,964842.2176518495,744815.5308736031
5,-421389.66450614657,922955.9779001662
5,78446.93774162128,355660.9545011843
5,-590440.9709324137,881952.0021759971
5,381283.88221381616,933128.6246343899
5,787483.3551529561,-402422.20429226407
5,-277620.1305552315,-668087.8857405081
5,-708596.1809186342,-869720.5732486466
5,-397281.7984610746,206219.99481530848
5,-993233.7612512854,355868.49909538205
5,-324206.2767442694,-380084.1367937421
5,637036.1492941411,-38509.626739922096
5,-368413.7883071115,-37563.2275262723
5,409338.268281818,-885998.1409284192
5,950199.1262884695,-954268.8734945576
5,499590.0445825461,689761.7787762586
5,-963864.9292429388,575476.6079608678
5,-267631.0483162786,157037.65811374888
5,-981843.2263609421,-906545.762602116
5,-638161.0240979036,910359.7991823318
5,-606956.658973983,511472.82490263495
5,859310.6391950414,884087.6588553978
5,-311236.37389397575,-290413.5898841752
5,49403.641386239906,551206.02939799
5,-783894.2618703333,496796.1129693255
5,594453.355182665,719388.6383751595
5,-926736.840114344,891600.3700843666
5,-817640.271656462,-318518.92899155524
5,221655.0761852482,836174.3710666235
5,-320080.94674831047,848395.2388555805
5,90288.07419647777,-375099.2613141858
5,-366400.0286732452,-645044.4489900223
5,-843607.5355588521,-702263.9107535022
5,378349.1746977499,993453.6290734067
5,-676941.0711507668,-902895.6729030865
5,973398.2175685336,67061.48272166855
5,-188223.9575411902,-525326.7922914247
5,187920.44138659362,652591.0235972524
5,-88669.79701867036,-156485.43617682112
5,-888585.5379842122,832138.696883981
5,-934557.5600614474,-12871.60315833555
5,676858.5623362636,-738856.3456937593
5,463328.84675335244,899597.1252437966
5,260798.5868527888,576019.0995607133
5,-786738.7806054814,-130889.61879912566
5,-701509.3109194837,689467.7940107252
5,-410374.14757605735,-93690.17300004757
5,998599.896138935,704505.341787485
5,952015.1394932609,-92920.02081675327
5,-23682.002889528405,459010.03953370766
5,-41915.0997096966,-417954.7657060496
5,-192421.16955130582,-706987.2749960364
5,-245998.50442923582,976775.4008136954
5,919631.7669659281,253929.94190967793
5,-1355.0986677568872,-323042.47945367824
5,-821725.1674553443,-455379.731726961
5,564037.9421129894,734773.6135546033
5,-277347.53395454877,572045.1592676599
5,549796.1842372828,389193.4989017885
5,328036.88994524616,519277.47287897824
5,-273136.4733082899,408939.1480134056
5,-438295.88837575144,-28629.552351557533
5,539494.9463152374,381765.91271140066
5,-412295.90837828163,891095.1069008309
5,299384.2986024822,161321.65270778502
5,-976838.685955049,93981.78419049096
5,-498615.42394898896,343285.8478081982
5,-74122.02225884027,633359.3353681128
5,294873.8883977848,595251.8933500437
5,-304230.98394459987,288126.1459824712
5,475654.7054278125,656377.3365090635
5,-299909.6971402578,685759.1744135761
5,739822.5049223216,376673.9137438539
5,952244.3766038808,913032.9539528367
5,36278.86089471285,58680.16153879196
5,-667654.7646723206,673240.5627076159
5,874763.3822836686,-45522.1342614562
5,382851.16968805634,439372.95184818294
5,460706.85113420093,-656346.4907291458
5,560743.2564530486,161690.60046158975
5,331112.4583546977,-158415.93887409428
5,247474.18691527552,549409.4918240324
5,273733.3367870158,440828.9491536735
5,-944755.9685170811,-679953.8644187413
5,-117863.16895377915,300234.126757722
5,-561923.6713797273,371914.4639452266
5,261730.32400700927,-916276.5892376236
5,-56828.99088025163,-547514.8086883796
5,-891713.9784722043,-732946.2303097713
5,-365298.31635981007,-636905.5735668256
5,-613279.7964167478,-928684.8989801134
5,-69339.6724596644,-239402.29918771982
5,223587.90147270204,180328.80431959394
5,-524307.1806726565,806364.646166725
5,-998678.7684184246,-189248.50296815322
5,-442943.85826804116,-179915.37054775283
5,-769851.1229626031,662740.119505569
5,-252240.688139637,-927875.7788250895
5,227128.18237218878,-810356.6721784864
5,90441.72633659362,-321253.374947564
5,161792.47637378855,916601.0074558571
5,637043.9995700078,-161796.14649351256
5,625979.7001469148,284593.0835364108
5,-261114.56055235432,-715775.0255349949
5,191875.2846531024,127718.27693330182
5,914425.1823299722,935993.83731161
5,217219.78620933264,-297767.835539068
5,786933.998192228,-998105.0434432344
5,-784163.3211666015,131624.02684205922
5,230336.0780987678,-718599.0314865136
5,258912.59128599858,782563.5606690404
5,-248303.3920943602,-136632.4130195314
5,-547328.2710699702,-417010.83660759334
5,944909.2553302416,-240438.9324204392
5,922278.1934583854,827494.5342395798
5,191619.95640323276,-480350.69195887086
5,961961.1248493587,-7388.990356500726
5,-169016.56955970346,-361694.90299856546
5,968553.026132112,-16490.56480013521
5,-427203.29547984235,-46128.60048152623
5,-756227.9751888083,243373.24441717437
5,-113064.73246961378,-413793.8016656559
5,563412.5938481119,653610.6078682662
5,-973593.4066728257,65129.303340843064
5,-452424.7610051668,870506.2638860635
5,563814.4766802028,-508679.6359700138
